,Hindon river,other rivers,Ganga,Yamuna,southern boundary,net recharge,storage change
1800-12-31,-2114016487.9191906,-3249555246.970136,-645367090.9833579,-1202637385.2482748,101250816.28297678,7111600929.696893,-1261916.0997589075
1801-12-31,-2114139153.9259639,-3249597520.0499415,-645327638.3910924,-1202516670.558289,101253063.46013758,7111067531.323649,-725587.6548898305
1802-12-31,-2114069412.1675532,-3249546382.2344236,-645302833.6841285,-1202422224.4245982,101260639.02923003,7110531270.179024,-441690.06059168885
1803-12-31,-2113923945.6303504,-3249449547.217334,-645284093.17431,-1202336252.268748,101268979.40522018,7109992848.422802,-261334.26167427737
1804-12-31,-2113743437.1153598,-3249329550.037126,-645268429.9413913,-1202253280.174081,101277130.74753323,7109452319.47798,-130085.60938791791
1805-12-31,-2113544602.0266528,-3249194846.448577,-645254466.6922779,-1202171193.5020473,101284928.67667565,7108908150.740242,-24887.697149091633
1806-12-31,-2113335364.457307,-3249049624.3358274,-645241486.924055,-1202089187.3666048,101292460.85815263,7108361729.853441,63214.39524843707
1807-12-31,-2113119855.8719378,-3248895507.227438,-645229045.3206667,-1202006958.6257677,101299804.90574929,7107812809.012315,139306.6027206995
1808-12-31,-2112900129.0927558,-3248734069.9243894,-645216961.0096626,-1201924322.1904755,101307024.61459106,7107261956.84748,205966.08438722725
1809-12-31,-2112677241.9122953,-3248565560.7775126,-645205034.31251,-1201841088.5984364,101314165.41760561,7106707615.3081255,265593.0319966202
1810-12-31,-2112456073.5691075,-3248396614.419693,-645193576.039347,-1201758193.6294441,101321030.32311863,7106172868.481575,308192.0273486103
1811-12-31,-2112280811.9728422,-3248277183.627503,-645186236.1980119,-1201685311.482464,101325683.71180522,7105858830.733019,248067.9775255823
1812-12-31,-2112121642.9748929,-3248174190.935586,-645180999.2324822,-1201617114.6910021,101329610.20345858,7105544940.501312,222000.43515917036
1813-12-31,-2111969733.9506962,-3248077337.9473658,-645177054.3926488,-1201551590.4781377,101333186.74748445,7105229541.812579,215024.38929326035
1814-12-31,-2111821965.7119277,-3247982881.6330323,-645173958.6177226,-1201487712.1297727,101336580.4947868,7104914029.168161,217326.34107370573
1815-12-31,-2111676286.754093,-3247888736.5730343,-645171392.4081581,-1201424856.1533334,101339845.48194352,7104597326.972798,224877.67110297334
1816-12-31,-2111531883.4941163,-3247794454.7942653,-645169218.8333985,-1201362592.9046557,101343032.11739472,7104280693.998061,234570.96595173108
1817-12-31,-2111387891.30549,-3247699163.4723086,-645167370.0972654,-1201300644.6559901,101346166.43093652,7103962647.483206,245768.1731931374
1818-12-31,-2111244149.1432815,-3247602808.488844,-645165676.2560853,-1201238867.8102653,101349273.85007635,7103644221.451361,256911.425968795
1819-12-31,-2111100307.7618585,-3247505342.780402,-645164159.107071,-1201177123.421215,101352370.32256755,7103324797.690153,268079.2189691173
1820-12-31,-2110951595.121138,-3247401100.24648,-645162420.9923837,-1201114490.6975563,101355678.00910953,7102982293.255157,289197.56712556735
1821-12-31,-2110670687.5631151,-3247148958.962301,-645149997.0105267,-1201018118.9344137,101364544.18190572,7102018173.865775,595695.4794506349
1822-12-31,-2110341753.3656788,-3246841609.8415575,-645132234.0159732,-1200905798.0668752,101375191.35578728,7101049318.929498,782951.2794012338
1823-12-31,-2109987245.1002889,-3246505082.288745,-645111188.0198083,-1200783649.8001325,101386718.97446379,7100074142.317812,909244.74714276
1824-12-31,-2109616891.4760814,-3246150727.6847587,-645087988.5953152,-1200654813.2891428,101398753.92382312,7099092907.069819,999472.7391299702
1825-12-31,-2109235170.4338224,-3245783602.1693735,-645063337.2639146,-1200521069.1878667,101411161.55560312,7098103399.035362,1067668.2580219004
1826-12-31,-2108845520.456162,-3245407830.866991,-645037643.0509608,-1200383755.841461,101423815.7614179,7097109120.351186,1119615.584182865
1827-12-31,-2108449525.0519753,-3245024822.9086347,-645011187.8076037,-1200243640.804385,101436675.85184866,7096108210.143939,1160796.2212616228
1828-12-31,-2108048419.716052,-3244636278.6686125,-644984183.7508692,-1200101274.4489114,101449689.58214417,7095101840.6411705,1194662.5288204392
1829-12-31,-2107642280.737298,-3244242119.0799904,-644956720.4395524,-1199956810.10183,101462859.76209211,7094086361.765457,1224071.1245344745
1830-12-31,-2156058969.9421816,-3273390501.6066995,-644928550.1215639,-1206268362.8758068,101476373.93984053,7277356873.647399,-96793811.44292153
1831-12-31,-2176043277.002191,-3282329852.638531,-644913138.2495062,-1212293394.1425693,101483387.92619464,7277072934.777961,-62083036.40470689
1832-12-31,-2186250669.3267927,-3285674376.033263,-644904321.4529737,-1217486549.987622,101488347.20273182,7276790592.296715,-43338758.27726389
1833-12-31,-2192397174.799438,-3287090619.9558163,-644899526.8348584,-1221627282.8825722,101492357.49160227,7276508615.134296,-31532707.23050379
1834-12-31,-2196592720.4225707,-3287748745.444219,-644897302.4803056,-1224812378.1657553,101495833.61641288,7276227518.939465,-23337737.79752369
1835-12-31,-2199555244.626072,-3288081427.5331755,-644896802.7629818,-1227218911.3412533,101498985.64548984,7275946966.166852,-17442280.828581322
1836-12-31,-2201669245.9509864,-3288249607.480237,-644897507.913986,-1229024727.0542114,101501894.44977146,7275667870.621383,-13141291.39165114
