,Hindon river,other rivers,Ganga,Yamuna,southern boundary,net recharge,storage change
1800-12-31,-481503893.9221959,-1136870772.1137824,-1055524259.2152631,-2537304684.7333035,646797346.234482,4548376723.573487,15892639.971251383
1801-12-31,-480067939.2588777,-1135490707.3437846,-1054886773.3091013,-2536468096.5406413,646904248.3526683,4548736613.393116,11182931.299904417
1802-12-31,-479218639.51425916,-1134502956.699632,-1054488633.399893,-2535991216.956943,646952694.9879588,4549096271.825455,8087866.310164352
1803-12-31,-478720793.07771003,-1133796434.9444914,-1054220008.8114369,-2535699525.3064146,646974438.0140984,4549455605.953014,5958998.216789368
1804-12-31,-478435164.7165531,-1133288915.4795184,-1054033278.9606297,-2535515340.5755916,646982143.7390822,4549815829.104529,4438785.672302435
1805-12-31,-478283360.2821846,-1132925635.8314772,-1053902215.9914418,-2535397922.536765,646981896.3160701,4550174591.675385,3325310.9319367316
1806-12-31,-478219641.3788104,-1132669933.3321795,-1053810633.4754809,-2535324156.692184,646976941.269238,4550533181.255813,2490718.1445588623
1807-12-31,-478215287.9188716,-1132494930.072065,-1053747896.699726,-2535280018.1255045,646969077.7912235,4550891436.307055,1858438.692520811
1808-12-31,-478252722.25214,-1132382767.1412153,-1053706561.8196533,-2535256845.644465,646959351.5618143,4551250497.146908,1368697.8969198707
1809-12-31,-478318029.12563545,-1132316947.7590387,-1053681203.4565551,-2535248232.6328163,646948553.1400869,4551608169.129458,993744.2900896443
1810-12-31,-478413341.95316064,-1132297888.64875,-1053669396.1356064,-2535253611.721989,646936061.5729353,4552016119.16137,670892.0377492799
1811-12-31,-478546842.35200524,-1132331646.926306,-1053670589.1275802,-2535275194.606195,646920818.9120102,4552530274.897547,364647.42089608754
1812-12-31,-478702151.7490218,-1132398123.914177,-1053680760.8909904,-2535306482.9962344,646904483.6654553,4553045623.3839,131170.62595916126
1813-12-31,-478871482.4508228,-1132488268.260431,-1053697592.5082468,-2535344497.8837624,646887609.4673674,4553559768.219566,-49663.19508897705
1814-12-31,-479050541.6556551,-1132596772.6713867,-1053719501.4094503,-2535387499.997816,646870415.985169,4554073558.502299,-191985.0369441731
1815-12-31,-479236491.19309145,-1132719645.627788,-1053745278.453947,-2535434315.781057,646853022.5048916,4554587366.095661,-305332.20656033454
1816-12-31,-479427685.40918756,-1132854348.897583,-1053774157.5668584,-2535484236.795232,646835470.6423321,4555102691.0460205,-396961.2454043353
1817-12-31,-479622378.3299571,-1132998034.8102007,-1053805335.1943625,-2535536443.001381,646817848.0264795,4555616385.091996,-469994.46551111003
1818-12-31,-479819687.66541374,-1133149145.851895,-1053838346.491617,-2535590518.227777,646800174.9657326,4556129972.272689,-529293.9479017118
1819-12-31,-480018961.3242123,-1133306384.416018,-1053872800.5160985,-2535646073.118568,646782464.2562743,4556643590.621698,-577760.5545767514
1820-12-31,-480209844.2446528,-1133458709.1193967,-1053906851.4819186,-2535699632.372706,646765756.316703,4557104385.817284,-590597.9454245226
1821-12-31,-480371009.73571414,-1133582940.6238158,-1053936242.4375559,-2535742519.253422,646751807.4429731,4557407052.772321,-527080.010160079
1822-12-31,-480518490.74895394,-1133698557.027665,-1053963969.068502,-2535781834.069624,646738554.4062502,4557709271.62543,-488690.72242337035
1823-12-31,-480656594.82179934,-1133808114.0369859,-1053990430.4795728,-2535818585.5158777,646726066.4415095,4558010640.083828,-465528.84260816086
1824-12-31,-480789488.50456613,-1133914963.7056994,-1054016158.8007156,-2535853991.288351,646713898.8967081,4558312354.033263,-453154.4897977855
1825-12-31,-480919876.356513,-1134022526.467759,-1054041291.5096054,-2535888925.030722,646701296.9217365,4558612073.007323,-440949.6594239537
1826-12-31,-481046809.5615845,-1134126668.4685686,-1054065907.1454177,-2535922989.339951,646689350.7324729,4558911344.051173,-437972.2571292487
1827-12-31,-481171952.21436805,-1134230105.1679628,-1054090303.3204085,-2535956636.367542,646677537.5718956,4559209735.617598,-436797.8809341315
