,Hindon river,other rivers,Ganga,Yamuna,southern boundary,net recharge,storage change
1800-12-31,-795075948.9111547,-833139135.0143055,-2084872715.3028178,-3175941461.295465,-121814569.64700532,7018183068.90256,-6900335.528011168
1801-12-31,-796152962.8714391,-834051165.7858866,-2085317404.6644273,-3176243524.680689,-122172698.89327413,7017873130.209412,-3240528.2872486836
1802-12-31,-796376646.8201241,-834243956.6906526,-2085544604.1057465,-3176558130.5109525,-122265804.50360036,7017561334.772256,-2396141.9434599984
1803-12-31,-796443272.955806,-834308843.148313,-2085672566.2586339,-3176775358.6256227,-122292796.38681024,7017247518.287107,-1628657.0050416281
1804-12-31,-796476491.868618,-834342552.375016,-2085751183.0958352,-3176899784.763813,-122296189.01532942,7016932190.81515,-1112442.3453606341
1805-12-31,-796480212.7611905,-834351656.9319549,-2085795070.6970048,-3176948580.2295156,-122288778.53500193,7016613651.196095,-730286.2729011433
1806-12-31,-796472948.8055422,-834350113.8411772,-2085817761.4924068,-3176945259.586587,-122274124.94155604,7016293730.228819,-457875.6849671352
1807-12-31,-796455367.1882894,-834337975.9773033,-2085825352.2058096,-3176904641.1895223,-122252923.63551188,7015971266.894057,-251870.38614633342
1808-12-31,-796426162.5865133,-834314270.1615299,-2085821498.8945243,-3176837335.7216935,-122225771.60701704,7015647773.185327,-88881.6302155818
1809-12-31,-796391246.0230801,-834285853.7802382,-2085808490.5321846,-3176749308.924174,-122197018.9684664,7015320811.938893,36566.95117319038
1810-12-31,-796355162.9671803,-834255693.7489305,-2085791267.505482,-3176650250.6953645,-122168754.69520807,7015025255.292496,120534.39706519162
1811-12-31,-796334235.7934263,-834240278.7272403,-2085785550.3882797,-3176572302.70938,-122152682.0732742,7014937249.828757,97807.63749835777
1812-12-31,-796319528.9241194,-834229636.1270546,-2085785186.6586616,-3176501896.4834433,-122140894.80246538,7014849544.691571,85447.7917953805
1813-12-31,-796305876.8102076,-834216953.9275903,-2085788402.922698,-3176437393.5050316,-122128092.60799414,7014760647.964205,86230.37086337754
1814-12-31,-796294352.2336478,-834207389.2959391,-2085793961.8734689,-3176375465.7831545,-122118245.31248611,7014670896.268002,85023.66253240811
1815-12-31,-796283374.6337141,-834196815.1673168,-2085800848.9085572,-3176315251.675815,-122108074.66376233,7014581037.235406,89828.04655471708
1816-12-31,-796272713.4787309,-834185836.9195267,-2085808561.6327224,-3176255885.0998526,-122098001.96211302,7014491479.694151,96084.00586964024
1817-12-31,-796262104.3167864,-834174447.7026849,-2085816728.764675,-3176196674.381005,-122087985.20650643,7014400460.59322,103391.9739329716
1818-12-31,-796251445.0621803,-834162665.2489562,-2085825110.3543115,-3176137228.1378284,-122078013.16284353,7014308780.790923,110730.7269060563
1819-12-31,-796241091.6731312,-834152600.3943288,-2085834230.8819199,-3176078178.884707,-122069372.14181799,7014216776.769321,114136.37076777304
1820-12-31,-796227593.0826973,-834136432.9219011,-2085840429.4996955,-3176013908.200193,-122056552.34294552,7014090127.864703,136448.9344377611
1821-12-31,-796163080.2066174,-834067433.758325,-2085806883.1434383,-3175866063.0038457,-122008628.45943052,7013423401.110521,402740.0745098347
1822-12-31,-796075787.0198627,-833984809.395792,-2085749547.877874,-3175672604.54691,-121953066.53964037,7012752894.285717,596471.6443101868
1823-12-31,-795986442.2170591,-833899332.6219469,-2085679118.1413999,-3175450162.5317326,-121893847.01024562,7012076884.2325535,721256.949374527
1824-12-31,-795885490.973738,-833806734.7266934,-2085598653.6878371,-3175209030.206041,-121831518.07423353,7011396664.4387865,812702.3691415564
1825-12-31,-795781282.9967661,-833708504.1207426,-2085510424.5226672,-3174951270.121006,-121765276.4195686,7010708960.417121,901409.1835836516
1826-12-31,-795674535.0418503,-833608843.6813729,-2085417388.3485465,-3174683319.4759417,-121697712.39176941,7010017904.749612,955044.0277884144
1827-12-31,-795565647.2467604,-833507167.581272,-2085320796.623074,-3174407536.574433,-121628960.76731354,7009321352.514219,997065.7198249378
1828-12-31,-795454957.4919286,-833403711.1747582,-2085221473.9575963,-3174125831.1752734,-121559217.33938456,7008620527.509464,1030525.9232541898
1829-12-31,-795339725.3101906,-833298401.5465653,-2085118948.05361,-3173838829.5044637,-121489364.28391355,7007912273.840161,1057319.4284999603
1830-12-31,-841209769.1436749,-852749261.8266864,-2088787738.9289792,-3271733505.408317,-121820690.79472053,7406373579.91077,-202662077.01191303
1831-12-31,-855623962.1425133,-859638965.6972966,-2092000422.964173,-3333548615.621642,-122357380.14191437,7406234585.882775,-133858859.22651848
1832-12-31,-862850422.9568164,-863192403.5135319,-2094439104.3945487,-3371085105.6371512,-122904177.08177733,7406096683.283056,-86773713.64742763
1833-12-31,-867134822.3337128,-865338328.9372523,-2096293483.3125627,-3393501091.1734943,-123388401.81246734,7405959749.354928,-57360598.01298805
1834-12-31,-869816200.6449437,-866741653.5423198,-2097708964.8365693,-3407057846.7412953,-123787529.62436455,7405823219.6193285,-38852038.06783229
1835-12-31,-871543433.5643106,-867698788.3258185,-2098788015.1845076,-3415440196.384698,-124099516.32240695,7405687726.205336,-26869873.504298393
1836-12-31,-872675255.8711424,-868377398.9668357,-2099611400.167486,-3420739380.9645844,-124333958.70250076,7405553648.460261,-18970346.89929899
