,Hindon river,other rivers,Ganga,Yamuna,southern boundary,net recharge,storage change
1800-12-31,-1398330991.7141984,-2292964005.7406106,-756944121.2197461,-1347898203.0253408,148677229.08842632,5642477620.185096,4953789.264902484
1801-12-31,-1398454833.7973957,-2292823317.355377,-756760538.2082393,-1347521351.042233,148670201.2890207,5643288152.4666395,3583405.213306672
1802-12-31,-1398554967.6356091,-2292742407.438041,-756648077.6875886,-1347312687.2932312,148668258.14533198,5644098059.719603,2476924.62507353
1803-12-31,-1398678411.2402034,-2292732512.576299,-756578532.5360425,-1347196352.7562962,148662308.45464227,5644907138.88323,1603948.486356254
1804-12-31,-1398829944.7579408,-2292783640.358552,-756538414.9525205,-1347138741.597772,148651593.52250952,5645717907.033728,912617.6182763488
1805-12-31,-1399008955.3060858,-2292883544.8864822,-756519358.7012306,-1347120954.9513323,148636943.88097748,5646525762.084593,365115.271407419
1806-12-31,-1399212614.6327076,-2293022219.938158,-756515921.2484443,-1347131480.7901077,148619251.32000762,5647332531.164723,-71301.26536080218
1807-12-31,-1399437560.6254785,-2293191789.6985497,-756524373.0454068,-1347162639.0207095,148599262.63586947,5648138556.110021,-420590.6851185494
1808-12-31,-1399680488.4658394,-2293386555.8855925,-756542080.8775941,-1347209242.170033,148577515.09351072,5648946434.1987295,-702782.7898969585
1809-12-31,-1399937940.2990105,-2293601127.8123555,-756567075.1129093,-1347267337.6017416,148554482.0189812,5649750934.1912985,-928360.7867166657
1810-12-31,-1400224784.391301,-2293849911.7146163,-756600314.3212413,-1347339601.3214307,148528759.93974644,5650672298.792984,-1180908.2487187441
1811-12-31,-1400567947.225877,-2294160371.0920234,-756644860.4395006,-1347433361.6192167,148497819.0257405,5651844416.616991,-1528610.643909733
1812-12-31,-1400943100.7247362,-2294504772.4637012,-756696635.5439807,-1347540200.2846234,148464386.89388132,5653019718.173286,-1791199.7271549723
1813-12-31,-1401339108.5435388,-2294871401.2832084,-756753830.6192619,-1347656341.6336248,148429480.83878255,5654192083.911786,-1991880.9138752364
1814-12-31,-1401750017.9808092,-2295254026.1921334,-756815167.770667,-1347779561.8814397,148393590.93195528,5655363501.587736,-2148699.7841879916
1815-12-31,-1402172280.976741,-2295649265.8624864,-756879953.4057001,-1347908227.4154892,148356973.9936003,5656534926.418076,-2273430.113278698
1816-12-31,-1402603263.5786462,-2296053640.219796,-756947448.2711973,-1348041302.4227936,148319870.83177826,5657709560.16775,-2373308.306889264
1817-12-31,-1403040185.8260822,-2296465240.6775303,-757017162.4410323,-1348177561.7933896,148282423.31565818,5658880965.5697365,-2452464.4606706877
1818-12-31,-1403481748.182155,-2296882578.8753657,-757088656.188289,-1348316368.8979428,148244717.9772121,5660051712.467338,-2516037.615083551
1819-12-31,-1403926941.7687807,-2297304528.42235,-757161648.7438086,-1348457163.3520994,148206817.78907782,5661222342.988554,-2567625.572945032
1820-12-31,-1404356226.2149913,-2297710011.587375,-757233204.9482809,-1348593857.7332723,148170663.17058983,5662270636.713833,-2535304.232000741
1821-12-31,-1404721665.7746053,-2298049148.2921395,-757296325.6282567,-1348708292.6748703,148140415.5910635,5662933550.865561,-2287967.036573389
1822-12-31,-1405054664.4002006,-2298357682.877068,-757355273.195396,-1348811522.2712507,148112677.71487537,5663595011.128976,-2118134.9559653946
1823-12-31,-1405367678.757994,-2298648180.322558,-757411523.1789707,-1348907209.9144495,148086363.89975953,5664254491.949292,-1995972.4744920547
1824-12-31,-1405667776.1717622,-2298927428.935663,-757465939.2119967,-1348997435.709763,148060910.595074,5664914682.1432085,-1906830.677324312
1825-12-31,-1405958109.7466035,-2299198348.480202,-757518865.0224416,-1349083265.5049741,148036087.22912028,5665569988.4164,-1837384.3764969045
1826-12-31,-1406241373.0728812,-2299463394.3719754,-757570673.8170531,-1349165709.762225,148011701.23840705,5666223674.183901,-1784180.289213277
1827-12-31,-1406519411.4197035,-2299724035.529154,-757621611.2883775,-1349245472.8829463,147987635.5099927,5666875543.062055,-1742639.2410209584
1828-12-31,-1406793565.1846628,-2299981823.6194773,-757671871.4160091,-1349323137.0900235,147963777.06130755,5667528002.058109,-1711390.3216850348
