,Hindon river,other rivers,Ganga,Yamuna,southern boundary,net recharge,storage change
1800-12-31,-708465379.3856502,-1439022318.6668272,-822289446.1200631,-1884922182.642044,476995696.3378186,4371642759.622908,5970308.625729698
1801-12-31,-708065409.7266005,-1438573521.15867,-822023481.4556894,-1884624656.911757,477012958.91682476,4373510974.721097,2727343.684084139
1802-12-31,-708271722.0114427,-1438623810.6972165,-821939594.3136687,-1884600558.1730084,476984522.1538829,4375378977.378879,1055959.0175077906
1803-12-31,-708754519.7709708,-1438932565.3936613,-821942935.5605264,-1884690988.36255,476940220.04683864,4377246750.716652,120036.81250749948
1804-12-31,-709371378.4583113,-1439385739.4949832,-821994788.5934283,-1884836374.6840155,476889482.7287498,4379119013.890034,-435167.39834377205
1805-12-31,-710052884.6994694,-1439922761.9589262,-822075375.0366548,-1885009377.372601,476835908.722165,4380986708.703116,-770216.5034239131
1806-12-31,-710765716.3271036,-1440511621.6548705,-822174242.6977613,-1885196886.721718,476780911.0328529,4382853650.094124,-979233.427767532
1807-12-31,-711499769.6614754,-1441133992.3702173,-822284602.6668268,-1885393288.026401,476725375.97527087,4384720240.5354395,-1123025.7983874073
1808-12-31,-712247276.8744972,-1441780568.5392153,-822402648.0357535,-1885595446.3199756,476669403.47560143,4386591610.592946,-1221674.9582851727
1809-12-31,-713001211.6998118,-1442441968.2638125,-822525532.8165251,-1885800722.9572546,476613310.9778626,4388458213.937095,-1287120.1849173012
1810-12-31,-713815454.8891923,-1443168280.6860824,-822659421.8432425,-1886023912.076992,476552439.4794217,4390546224.814432,-1414350.7580353245
1811-12-31,-714748952.6252475,-1444012756.0088072,-822812231.7562654,-1886281450.3381484,476481959.6167131,4393022953.564889,-1628928.747229909
1812-12-31,-715730224.4127499,-1444896664.1071332,-822973012.6915025,-1886552196.620635,476408901.19763744,4395505740.967306,-1742976.9192348158
1813-12-31,-716726659.9026477,-1445797804.2003047,-823139176.4744388,-1886828126.6297321,476335161.3474903,4397983007.552409,-1806364.6670061992
1814-12-31,-717730903.1825258,-1446708611.0391219,-823308720.5635448,-1887106802.5021112,476261152.2719474,4400459482.363191,-1845311.5921144378
1815-12-31,-718739396.8948311,-1447625386.4268084,-823480467.5197091,-1887387028.586551,476187013.8071687,4402935845.931236,-1870147.8317416103
1816-12-31,-719751852.3845136,-1448547620.1595814,-823653873.693157,-1887668635.673143,476112677.94708335,4405418664.870072,-1888755.6520858954
1817-12-31,-720764732.5400078,-1449471363.97731,-823828076.5886543,-1887950514.3774824,476038395.76229525,4407895496.464359,-1898530.546842145
1818-12-31,-721777998.8468888,-1450396475.6854646,-824002863.3570254,-1888232622.226391,475964130.3359223,4410371819.102888,-1905250.4701199073
1819-12-31,-722791571.9603615,-1451322660.150927,-824178040.1305281,-1888514891.0358472,475889863.84315574,4412848030.3594885,-1909938.6634148345
1820-12-31,-723739453.0674989,-1452191619.9210434,-824346266.4502561,-1888779608.130869,475820750.5236552,4415092925.666384,-1826268.5817611963
1821-12-31,-724564533.0756714,-1452935557.987906,-824494428.8961703,-1889007340.3768692,475762059.7672386,4416880931.624885,-1624533.2952532126
1822-12-31,-725340691.7097814,-1453641846.9426475,-824634465.888619,-1889221590.9096832,475705940.8091796,4418667885.020228,-1519787.0624046847
1823-12-31,-726095366.4270718,-1454331175.4812272,-824769831.9358886,-1889429671.65718,475650776.66946614,4420454073.136847,-1463755.0097465955
1824-12-31,-726840945.8024566,-1455012973.6039677,-824902503.9578407,-1889634986.1240637,475595922.0644752,4422244487.971004,-1433991.7845803038
1825-12-31,-727580489.7624053,-1455689102.9113283,-825033269.4645718,-1889838461.1917439,475541326.3406156,4424029694.1184435,-1414684.8446912358
1826-12-31,-728316848.8174101,-1456362178.978735,-825162884.682538,-1890040894.0213473,475486850.6406606,4425814009.792983,-1403012.454108441
1827-12-31,-729045643.7650371,-1457032366.0631576,-825292378.0383252,-1890241816.644459,475432635.02745175,4427597596.04539,-1394261.478666817
