,Hindon river,other rivers,Ganga,Yamuna,southern boundary,net recharge,storage change
1800-12-31,-1550527885.4722636,-2176272084.0294657,-714634991.3673373,-1212461799.7262766,40120570.17529675,5615552014.688815,-1763518.6659759402
1801-12-31,-1551527387.7747343,-2177145156.895237,-714622376.2419691,-1212389165.6327298,40061229.728177726,5617452323.444261,-1800735.8538182247
1802-12-31,-1552290019.3852808,-2177854894.2472396,-714644277.5505493,-1212424828.9234188,40012081.02090821,5619351436.8395,-2127637.962196243
1803-12-31,-1552981238.3228028,-2178547060.249122,-714692055.810295,-1212520469.9411175,39963224.75502157,5621249155.083873,-2446653.26235932
1804-12-31,-1553652903.6629198,-2179248611.1681046,-714759159.0579394,-1212653962.9960353,39912631.57588419,5623151297.434145,-2722849.049391466
1805-12-31,-1554321826.7351263,-2179963247.5480394,-714840368.2740893,-1212812255.0359347,39860274.88398507,5625046333.883685,-2940881.810395823
1806-12-31,-1554996976.0741491,-2180689812.400224,-714932138.6195204,-1212987656.9234238,39806547.5735932,5626940114.333052,-3110596.896097575
1807-12-31,-1555679731.2732017,-2181425921.0722685,-715031880.6427395,-1213175177.4015365,39751782.592913955,5628832423.908657,-3240831.360082474
1808-12-31,-1556371868.438304,-2182171392.39642,-715137821.3221955,-1213371663.934794,39696126.41818595,5630729092.881778,-3342023.74571588
1809-12-31,-1557068334.1680992,-2182922089.5359693,-715248331.8130995,-1213574371.4460654,39639926.63196868,5632618819.642015,-3413484.012341793
1810-12-31,-1557813526.633275,-2183725993.9834547,-715368331.2817702,-1213793621.991757,39579337.17785913,5634768884.184877,-3612628.057834217
1811-12-31,-1558674024.7938843,-2184653610.9373574,-715506253.2463,-1214047572.0945468,39508864.10048446,5637453934.623536,-4044141.906900646
1812-12-31,-1559591308.4012423,-2185639908.28961,-715654286.709122,-1214320619.5215771,39434301.53609699,5640146401.170876,-4334584.142866061
1813-12-31,-1560539710.5714219,-2186658140.163472,-715808961.2560687,-1214606286.5486379,39357591.14732927,5642831476.282558,-4533983.123449484
1814-12-31,-1561509395.3157372,-2187695676.9859962,-715968707.6881813,-1214901399.8678966,39279640.981009126,5645515759.502262,-4677071.385291677
1815-12-31,-1562492370.7517612,-2188746525.086683,-716132257.9483514,-1215203599.524169,39200812.27864277,5648199583.378506,-4781840.936853719
1816-12-31,-1563486287.2906914,-2189807275.4265947,-716298935.7553027,-1215511483.325557,39121313.10869959,5650890610.030371,-4864140.052078402
1817-12-31,-1564491345.31358,-2190877432.2906303,-716467217.426926,-1215823118.889858,39041416.69126877,5653574334.017591,-4912284.684933625
1818-12-31,-1565500343.9687607,-2191955771.4998593,-716636058.107261,-1216137677.446879,38961310.04898247,5656257295.968847,-4942992.535018377
1819-12-31,-1566513228.6493556,-2193035848.465317,-716805439.0553529,-1216454400.7739723,38881025.43256891,5658939669.994655,-4966546.329822955
1820-12-31,-1567482916.3100498,-2194066465.320394,-716969041.2588494,-1216760264.9308503,38804678.58883351,5661349349.245269,-4830806.831610627
1821-12-31,-1568301467.9855847,-2194931417.0767293,-717112641.4926654,-1217020595.356551,38740907.621993214,5662977157.905254,-4312631.170811096
1822-12-31,-1569048616.4392486,-2195722335.1935663,-717245956.549138,-1217257804.8213491,38681954.11638212,5664602064.487416,-3973211.501647173
1823-12-31,-1569755467.1015368,-2196471068.9481745,-717372585.55502,-1217479580.6088557,38625582.38038835,5666223474.658389,-3735747.5624902924
1824-12-31,-1570438062.5521803,-2197194610.94121,-717494602.6573629,-1217690407.7192938,38570676.05757666,5667847223.697253,-3566958.600224911
1825-12-31,-1571103643.9330847,-2197899269.7219853,-717613101.8230509,-1217892633.447655,38516890.29844025,5669461262.456329,-3437556.6829209146
1826-12-31,-1571757014.2806191,-2198591778.200167,-717728927.5439153,-1218088309.2527707,38463832.28371534,5671072593.054288,-3338895.367943462
1827-12-31,-1572403012.6499438,-2199275219.629976,-717842736.1609474,-1218278899.4330559,38411352.074182004,5672680157.977704,-3262101.188440626
1828-12-31,-1573047531.9733334,-2199953062.06277,-717955172.0287622,-1218465675.8803074,38359336.00496146,5674290329.977877,-3197671.077887312
1829-12-31,-1573683765.4491131,-2200627961.3074675,-718066298.5200728,-1218648959.0788004,38307706.66246924,5675890551.385004,-3142994.97092222
1830-12-31,-1596687855.0681443,-2213409473.8977265,-718170880.8929479,-1223853415.9067173,38259964.74581167,5784031553.82583,-69609318.41162954
1831-12-31,-1609223848.1883771,-2219311869.150778,-718272616.2378252,-1228521539.3695562,38215003.99141851,5785414195.603746,-47908076.83873491
1832-12-31,-1616483673.528805,-2222447900.425451,-718373198.3508828,-1232508112.6886508,38171088.43755591,5786801359.330105,-34872010.525896706
1833-12-31,-1621177833.0924153,-2224393607.217719,-718472717.7004993,-1235720538.283102,38127745.58793539,5788185585.913182,-26330997.921554174
1834-12-31,-1624487350.3177555,-2225762719.125941,-718571409.4628624,-1238246120.4019103,38084712.20925853,5789569907.82646,-20415992.183683105
1835-12-31,-1626988256.2641554,-2226836967.017227,-718669379.9214143,-1240217027.4981604,38041806.96541187,5790954683.071272,-16147947.355356745
1836-12-31,-1628978593.7871041,-2227748937.1026697,-718766750.6857922,-1241757946.5594857,37998872.22506565,5792343938.120104,-12981745.09170956
1837-12-31,-1630606055.0228593,-2228562645.233073,-718863698.544425,-1242971486.5798657,37956002.17290729,5793730220.521569,-10592795.308403915
1838-12-31,-1631970232.680468,-2229308783.958537,-718960257.2280371,-1243936503.2260227,37913145.05292755,5795116598.979003,-8779651.608566076
1839-12-31,-1633139495.135563,-2230009359.5316668,-719056582.6242378,-1244713798.8856843,37870295.06693831,5796503448.696974,-7392364.635199664
1840-12-31,-1634246109.609972,-2230770573.3081365,-719163550.8018576,-1245369753.8327372,37820296.79893267,5798366450.997191,-6582305.352844868
1841-12-31,-1635285777.9045315,-2231562443.789678,-719277101.9000703,-1245914713.8670535,37764087.51061118,5800262453.234157,-5934493.284237219
1842-12-31,-1636266872.3599377,-2232361597.8846693,-719393683.6425062,-1246377806.1021056,37705587.35923582,5802153373.574814,-5414224.742290223
1843-12-31,-1637197909.8717363,-2233161158.575566,-719512264.2668673,-1246778048.424643,37645988.224903375,5804038393.609972,-4993309.136858308
1844-12-31,-1638087767.958922,-2233959863.9166026,-719632533.2973837,-1247130306.8765178,37585744.640740395,5805924260.669005,-4659157.379280674
1845-12-31,-1638941764.077782,-2234754385.093269,-719753993.7999147,-1247445210.0010571,37525328.48819667,5807795858.416459,-4387462.5307445945
1846-12-31,-1639766756.0635614,-2235545064.187392,-719876413.792461,-1247731144.9892883,37464857.85267258,5809662301.735403,-4169803.1857224987
1847-12-31,-1640568750.23209,-2236331875.48471,-719999544.7081608,-1247994500.1150012,37404412.68603206,5811522672.208462,-3995527.6392806633
