,Hindon river,other rivers,Ganga,Yamuna,southern boundary,net recharge,storage change
1800-12-31,-354753410.12473714,-982459167.1561778,-636741459.0716997,-1392769060.2922015,336500131.99230325,3006840405.1132817,23266901.096463315
1801-12-31,-353940252.171494,-981620767.7608966,-636255335.0820382,-1392037209.5578096,336572199.47117573,3007797096.3366714,19415163.039518483
1802-12-31,-353250696.17237043,-980853617.9811116,-635904153.3389678,-1391549136.4853873,336617823.28042686,3008753574.953881,16126140.900692482
1803-12-31,-352735438.89059114,-980234612.6101811,-635636412.988928,-1391208050.303109,336644061.1765995,3009709845.7131543,13410640.670090618
1804-12-31,-352373984.027737,-979750959.3880305,-635427323.3834057,-1390966779.1016889,336656311.1022528,3010668437.9130297,11152036.340713585
1805-12-31,-352139292.4419155,-979380775.990418,-635262251.1072946,-1390797522.7365308,336658385.7125434,3011624482.850673,9260681.506518068
1806-12-31,-352007812.228629,-979104824.5656154,-635131685.8922738,-1390682421.9721658,336652871.934837,3012580114.382617,7664111.994625516
1807-12-31,-351960523.5566989,-978907571.4107187,-635028967.45398,-1390609131.2356408,336641607.7594944,3013535539.2031765,6304372.010606497
1808-12-31,-351982404.5967318,-978776849.9477493,-634949272.821841,-1390568857.5717638,336625889.68956774,3014493280.325298,5136784.151399358
1809-12-31,-352060676.3561903,-978701925.4854302,-634888793.5061435,-1390554809.1911783,336606752.34666914,3015448470.6356277,4134586.0937554557
1810-12-31,-352196959.58680886,-978687800.0306513,-634846895.2180188,-1390566852.4170125,336583270.16227114,3016519352.342819,3183321.0593154165
1811-12-31,-352399880.9545039,-978745336.9771209,-634824184.7399516,-1390607502.3300304,336553869.08915555,3017798213.6428876,2216265.1218940695
1812-12-31,-352654235.9159565,-978855964.3595504,-634816495.3332288,-1390668500.9475257,336521046.51815367,3019080327.326539,1388647.3988139518
1813-12-31,-352949475.4671457,-979008506.915691,-634821357.3558705,-1390745310.2615335,336485905.6902648,3020359379.5391293,677850.1450730131
1814-12-31,-353278074.16418797,-979195977.7753915,-634837041.0453311,-1390834936.2200992,336449052.3527974,3021638057.8759737,60267.61217938224
1815-12-31,-353634140.29726064,-979413296.7089741,-634862145.6537893,-1390935099.2050023,336410890.2038977,3022916678.4528837,-478734.5012662704
1816-12-31,-354013419.1188662,-979656349.2993474,-634895576.3011004,-1391044174.9978657,336371656.3452164,3024198541.511123,-954925.2648029095
1817-12-31,-354411682.7737965,-979921351.8793757,-634936248.872609,-1391160511.472286,336331639.0323862,3025477333.8739038,-1371794.3774595147
1818-12-31,-354825833.29884744,-980205575.9168001,-634983320.6626585,-1391282959.7466004,336290995.5410789,3026755760.295616,-1739494.9109625076
1819-12-31,-355253477.5102978,-980506729.0119383,-635036081.0678823,-1391410611.3977914,336249839.1886728,3028034109.907824,-2067178.159369245
1820-12-31,-355680627.3347453,-980809228.7388431,-635091532.0574926,-1391537559.949756,336210008.8705846,3029191628.363514,-2272244.864059138
1821-12-31,-356084426.31197894,-981088966.9776447,-635145349.4799986,-1391654310.4361362,336174242.08397794,3030094522.2971935,-2285337.2287247623
1822-12-31,-356474276.11261666,-981360175.3022963,-635199764.6143236,-1391766913.0195973,336140167.929865,3030996779.5580955,-2325361.8101874944
1823-12-31,-356854760.873965,-981628436.0837545,-635255279.1331525,-1391877262.6886868,336107031.4264485,3031898506.5939865,-2379424.051762514
1824-12-31,-357228913.59387434,-981896684.6009467,-635312062.2441154,-1391986364.4245,336074443.1380832,3032802176.2507124,-2442161.6455352707
1825-12-31,-357598287.48942906,-982165899.5301026,-635370037.9265171,-1392094581.2996843,336042259.91627014,3033702914.8762784,-2505866.7972421977
1826-12-31,-357964122.63530517,-982436983.1040969,-635429144.520678,-1392202285.7451391,336010329.839852,3034603008.9528317,-2567023.7515794677
1827-12-31,-358327524.95054114,-982710164.8193287,-635489326.843879,-1392309690.5489452,335978602.0099753,3035502556.290702,-2630555.605063592
1828-12-31,-358689425.04788005,-982985899.5534815,-635550550.5459439,-1392417049.8761287,335946994.8263402,3036404035.810532,-2694575.0084739793
1829-12-31,-359049916.57977414,-983263931.3595085,-635612664.8005189,-1392524318.0427105,335915516.36637557,3037302568.5554833,-2753825.683731933
1830-12-31,-407758198.43433607,-1015698029.4117099,-635673528.631953,-1426089849.4450698,335885710.75489557,3795127535.9998894,-643473091.3462803
1831-12-31,-466463592.8067586,-1042451982.5308013,-635731892.8577529,-1456047390.7464955,335858558.82574797,3795805087.9500465,-529051622.02239335
