,Hindon river,other rivers,Ganga,Yamuna,southern boundary,net recharge,storage change
1800-12-31,-1771308134.1213,-2536372188.9141645,-903690914.2436849,-1840749563.6973186,287221304.9054718,6758507899.370823,6360286.7347038835
1801-12-31,-1771298460.1253977,-2536621253.4168053,-903505622.9864521,-1840534011.4391243,287244444.5075192,6760652755.447224,4045781.4980290374
1802-12-31,-1771451877.5265198,-2536933136.1141458,-903395797.9531074,-1840441601.7035708,287238599.96100533,6762797368.489938,2176732.273998808
1803-12-31,-1771756264.8031275,-2537323784.989801,-903333689.0154811,-1840428888.9791439,287216057.923951,6764941930.430846,680320.2128281016
1804-12-31,-1772178246.7396936,-2537781368.4008775,-903305685.7923386,-1840472084.3904994,287182900.3782624,6767092049.30206,-536753.7313930385
1805-12-31,-1772689628.8493357,-2538292766.0765038,-903303631.1906186,-1840555965.5708315,287142657.92429745,6769237220.272478,-1528461.2465900448
1806-12-31,-1773272019.9838898,-2538849214.0066085,-903322219.5474813,-1840670573.0429168,287097346.9211125,6771381756.911145,-2346605.445963509
1807-12-31,-1773910633.9979682,-2539443342.3520145,-903357655.1715165,-1840808989.2033253,287048285.3374618,6773526294.888323,-3029547.9840840525
1808-12-31,-1774594948.5221932,-2540070145.017944,-903407339.4352325,-1840966280.305166,286996238.9862691,6775676112.066696,-3605698.226367063
1809-12-31,-1775315283.3436096,-2540722592.6049137,-903468967.8739423,-1841138204.4688745,286942072.14146066,6777821247.187143,-4088899.4694822947
1810-12-31,-1776098362.6091008,-2541434543.880186,-903544886.9022945,-1841330781.7283988,286883051.33164644,6780212281.700356,-4654954.521703627
1811-12-31,-1776980071.492061,-2542245296.3730297,-903638682.0479409,-1841552353.612428,286815779.0867239,6783017909.070946,-5382684.144680867
1812-12-31,-1777922309.6912453,-2543106968.67106,-903745261.315765,-1841791765.1227794,286744633.3748286,6785830302.560068,-5978848.536813582
1813-12-31,-1778907994.282095,-2544004074.0937476,-903862129.676426,-1842044333.583954,286670795.5188477,6788636563.533863,-6457250.288696404
1814-12-31,-1779927202.5241313,-2544927889.5915885,-903987774.27407,-1842307025.441854,286595109.82504535,6791442160.653042,-6854425.576563855
1815-12-31,-1780972567.5632775,-2545872968.0117497,-904120971.521384,-1842577747.6295204,286518023.2817755,6794247668.390323,-7187333.2178412
1816-12-31,-1782039731.350686,-2546836271.899081,-904260850.6798989,-1842855137.777726,286439783.72642887,6797060111.628406,-7472830.38691696
1817-12-31,-1783122988.5888424,-2547813872.4521723,-904406453.4641286,-1843137536.0018427,286360796.70719624,6799866380.429475,-7710223.679380413
1818-12-31,-1784219940.9948986,-2548803274.8319798,-904557063.1668994,-1843424281.5914876,286281090.960659,6802671886.28909,-7911921.681217475
1819-12-31,-1785327813.986881,-2549802282.509678,-904712107.338027,-1843714351.1201482,286200884.78489196,6805477398.010188,-8084929.235756594
1820-12-31,-1786409166.512881,-2550770591.839606,-904866776.8717932,-1843997841.0929317,286123507.2347623,6808026203.715682,-8068792.162489541
1821-12-31,-1787418235.7072532,-2551661119.9962573,-905015084.253206,-1844263278.244533,286052664.1359652,6810122422.302251,-7783403.426141259
1822-12-31,-1788388407.7317874,-2552517924.1786613,-905161019.241982,-1844519002.5651124,285985006.12441486,6812217807.655562,-7579553.403173384
1823-12-31,-1789333020.7809649,-2553356311.422239,-905305794.9817431,-1844768775.334626,285918951.11771595,6814313133.976793,-7432567.391336078
1824-12-31,-1790260827.0110412,-2554183784.4851336,-905449887.951606,-1845014531.4959898,285853693.9368067,6816413744.588632,-7325739.048708315
