,Hindon river,other rivers,Ganga,Yamuna,southern boundary,net recharge,storage change
1800-12-31,-2868102746.5385604,-4482820888.614969,-299048833.75652933,-515345769.1172021,-40544929.580302864,8246578171.198402,-40531580.56667524
1801-12-31,-2874127970.1956058,-4492684824.309851,-299355713.496728,-515686522.17052084,-40620387.1459205,8247549090.79034,-24725814.81442131
1802-12-31,-2875678068.486268,-4496049250.573855,-299484849.12991107,-515920822.40438956,-40651574.373686925,8248520049.224454,-20594623.64828637
1803-12-31,-2876724869.510483,-4498440164.508493,-299575883.1880606,-516117547.2717482,-40674448.65608687,8249491004.209413,-17839353.987130065
1804-12-31,-2877537172.0506134,-4500349709.614806,-299645339.3111082,-516286690.66757697,-40692860.04676541,8250464676.580303,-15847843.896559013
1805-12-31,-2878214905.451154,-4501965841.137391,-299701050.6960348,-516433904.4849183,-40708620.2303696,8251435823.119631,-14315932.416285986
1806-12-31,-2878808715.971096,-4503394084.60522,-299747576.06434506,-516563302.8841846,-40722742.31039692,8252406482.224002,-13081126.296405556
1807-12-31,-2879347311.0261555,-4504689319.669198,-299787658.2296243,-516678028.43660146,-40735806.33204929,8253377477.3700285,-12050673.244813487
1808-12-31,-2879853646.889378,-4505887260.385202,-299823245.0045933,-516780749.07438993,-40748223.835826084,8254351290.59625,-11176950.771492789
1809-12-31,-2880333682.238454,-4507005970.1886215,-299855339.3658414,-516873470.8109265,-40760122.01942371,8255322188.527863,-10416930.147549298
1810-12-31,-2880825743.9277754,-4508107565.341279,-299885604.5290193,-516959272.2480714,-40772550.290545404,8256404050.097471,-9776231.038099056
1811-12-31,-2881362690.928539,-4509243052.532335,-299915508.9857744,-517041204.6749696,-40786270.35080065,8257669860.407656,-9246883.606729897
1812-12-31,-2881903162.598859,-4510352862.437811,-299944608.2786756,-517119122.8519411,-40800114.525925756,8258939206.491545,-8751677.843901452
1813-12-31,-2882440022.9766693,-4511431267.132812,-299972765.7284924,-517193354.93292356,-40813934.10465652,8260205337.413743,-8289052.359836159
1814-12-31,-2882974121.3389406,-4512483343.492006,-300000107.1661075,-517264411.6718638,-40827719.618819565,8261471086.04046,-7859603.432878359
1815-12-31,-2883503701.6469207,-4513509162.874563,-300026598.2775916,-517332717.00722784,-40841467.326868944,8262737250.889705,-7459275.457757125
1816-12-31,-2884032908.779592,-4514517068.118503,-300052464.9811282,-517398742.4869365,-40855227.29491767,8264006295.423584,-7087730.301523536
1817-12-31,-2884559211.015904,-4515504402.164278,-300077713.6017705,-517462770.50507194,-40868912.24767926,8265272455.8664,-6740036.742449593
1818-12-31,-2885082765.8601513,-4516472111.583296,-300102403.37863255,-517525086.15729004,-40882587.99925433,8266537855.739996,-6415035.226021971
1819-12-31,-2885606658.5129895,-4517427201.790238,-300126660.29936796,-517585932.9938523,-40896263.858956575,8267803741.439161,-6111282.655390413
1820-12-31,-2886093350.583137,-4518314464.788569,-300149594.05417836,-517643990.25149435,-40909020.95416361,8268954200.817664,-5793796.67746917
1821-12-31,-2886516785.0990057,-4519099343.555906,-300170394.21348053,-517697788.9757906,-40920230.051663786,8269907676.716524,-5455204.285971022
1822-12-31,-2886927112.365017,-4519858179.142799,-300190013.7611595,-517749002.2815107,-40931211.05658449,8270860904.278823,-5160761.997573594
1823-12-31,-2887329876.252187,-4520597639.248733,-300208886.2902235,-517798321.1589765,-40942065.10663201,8271813602.576791,-4896654.532219548
1824-12-31,-2887726037.328591,-4521319101.2494335,-300227162.5843039,-517846159.48273134,-40952836.022684425,8272768875.6846,-4655362.3822001
1825-12-31,-2888120014.5230355,-4522028222.441631,-300245070.57295555,-517892800.07026476,-40963582.72143761,8273722059.12111,-4433907.534088789
1826-12-31,-2888509817.0142,-4522723022.331073,-300262619.1288288,-517938447.64739686,-40974279.45316055,8274674794.895886,-4227768.570736467
1827-12-31,-2888898460.7549553,-4523408350.211369,-300279867.4655547,-517983293.7293581,-40984999.201613836,8275627033.484396,-4036845.4748768588
1828-12-31,-2889285790.311637,-4524083929.475654,-300296917.0774947,-518027432.7833976,-40995703.90069066,8276582149.664734,-3858756.0554836015
1829-12-31,-2889669886.2259035,-4524747671.576605,-300313737.69974524,-518070988.6079476,-41006385.303825974,8277534817.927052,-3690683.4306228748
1830-12-31,-3002978330.5894737,-4606298712.638494,-300329675.1485715,-519837826.9200655,-41016300.7924587,8515258013.245878,-41151602.41142248
1831-12-31,-3012880891.702814,-4616556391.91898,-300343693.6686776,-520460256.73134905,-41024481.06284696,8515938599.656072,-24391929.156893972
1832-12-31,-3016549519.152913,-4620605704.511094,-300356822.2958874,-521062293.4426048,-41032318.7744995,8516620003.483698,-16893932.215744507
1833-12-31,-3018542080.604314,-4623016555.712768,-300369365.30450976,-521645013.5166113,-41039968.39244214,8517299924.302586,-12603483.579316
1834-12-31,-3019730258.563163,-4624703064.174437,-300381561.1231947,-522183024.90567064,-41047503.00350736,8517979768.29759,-9871119.348526852
1835-12-31,-3020514424.5640354,-4625980660.176613,-300393576.2303451,-522661563.25389206,-41054986.19395076,8518659176.019468,-8003234.073238854
1836-12-31,-3021086270.721194,-4627029482.6434,-300405344.5530226,-523073123.0840525,-41062409.985898614,8519339460.982632,-6640359.060666257
1837-12-31,-3021535819.7116604,-4627916815.093485,-300416949.71294,-523421719.4264205,-41069777.48256473,8520018411.661046,-5619863.835266377
1838-12-31,-3021917538.487169,-4628694124.269378,-300428407.81829274,-523714542.2655033,-41077140.74057046,8520696653.5409565,-4832220.292846802
1839-12-31,-3022258754.876628,-4629392221.523736,-300439774.0805315,-523959590.78711313,-41084475.75921208,8521374496.539868,-4210226.571861897
1840-12-31,-3022632120.2547035,-4630115804.10325,-300452557.68823975,-524167035.2349301,-41093347.630500555,8522253249.694111,-3763127.9380890187
1841-12-31,-3023087033.123759,-4630937822.52957,-300468648.1238463,-524346684.205909,-41105468.09534538,8523459794.50226,-3482925.981300149
1842-12-31,-3023551408.155852,-4631747676.597924,-300486123.9302971,-524502343.34338087,-41118214.26669669,8524665451.1551695,-3229673.7180027566
1843-12-31,-3024018192.5051975,-4632539410.694416,-300504379.0871426,-524638247.1806709,-41131263.44731995,8525870789.161364,-3007988.1465859157
1844-12-31,-3024488675.683426,-4633318690.338894,-300523151.0505732,-524758111.58661,-41144548.98657365,8527078445.784029,-2817521.115673071
1845-12-31,-3024957016.0668173,-4634081015.011051,-300542173.1231236,-524864545.0179438,-41157933.858995266,8528282522.700362,-2650277.508645459
1846-12-31,-3025426502.7639728,-4634833945.094526,-300561362.0074443,-524960178.88373095,-41171391.397651225,8529485775.259002,-2505690.530883837
1847-12-31,-3025894929.4325504,-4635574803.06387,-300580661.2402795,-525047058.6895063,-41184896.145954356,8530688062.148598,-2379667.743661221
1848-12-31,-3026363430.0438223,-4636308021.339888,-300600017.4193936,-525126867.3731313,-41198462.939879954,8531892711.0990095,-2270254.487935211
1849-12-31,-3026830585.396944,-4637032310.033424,-300619401.6711581,-525200892.83990556,-41212044.588459365,8533093435.064862,-2172990.305947923
1850-12-31,-3027330689.3756557,-4637799610.861219,-300639685.71627694,-525271737.2311139,-41226553.701814696,8534413238.42852,-2118191.2880029064
1851-12-31,-3027893475.4790974,-4638651344.300029,-300661758.466837,-525342023.0465243,-41242637.24209545,8535931423.249715,-2112050.9223870025
1852-12-31,-3028468687.156561,-4639513210.568363,-300684720.24590856,-525410962.47053474,-41259022.90536778,8537452542.275154,-2087718.4705874498
1853-12-31,-3029048327.8870325,-4640376154.742083,-300708139.5456496,-525478510.4340906,-41275504.90253787,8538968717.601593,-2054078.6131285853
1854-12-31,-3103578040.220264,-4844812116.201047,-303015208.966864,-525544771.4768424,-44115482.39407671,8895648198.353731,-69697179.85574177
1855-12-31,-3116233145.0407424,-4865691736.601075,-303506768.6677906,-525609979.0769166,-44709602.8942454,8897160875.401163,-40913534.879495926
1856-12-31,-3122492813.836096,-4875086891.160146,-303803569.4081717,-525674273.32082856,-44988397.90688352,8898675746.256256,-26395948.150140885
1857-12-31,-3126347279.5953913,-4880990651.863342,-304007266.19501895,-525737762.8003147,-45145636.27426922,8900185447.509653,-17801424.44031304
1858-12-31,-3128870576.579438,-4884965057.398923,-304156988.5091843,-525800576.181237,-45244138.452779405,8901692615.976784,-12549079.191638466
1859-12-31,-3130664765.660323,-4887870353.881676,-304271838.5616551,-525862851.57507235,-45309614.63982232,8903197827.949677,-9140324.218546798
1860-12-31,-3131983524.538023,-4890067130.116058,-304362179.7568135,-525923602.5601813,-45355307.92365639,8904619624.419151,-6867973.81166501
1861-12-31,-3132974606.3966103,-4891778914.238969,-304434255.7751593,-525981675.2286318,-45388311.383664764,8905897039.591522,-5292132.574934129
1862-12-31,-3133784553.1657863,-4893193656.883289,-304493502.55169743,-526038226.90136814,-45414270.98096156,8907172012.73695,-4209240.288499369
1863-12-31,-3134480475.009614,-4894400611.888644,-304543424.20093626,-526093668.44532293,-45435871.215355396,8908443576.068798,-3455852.3150167167
1864-12-31,-3135103695.2290316,-4895468547.307899,-304586471.9556604,-526148319.86788267,-45454774.424336866,8909714864.88536,-2919220.0393661135
1865-12-31,-3135680663.463025,-4896438217.8467865,-304624396.1400172,-526202254.5479284,-45471924.71155614,8910979762.066872,-2531670.3449833123
1866-12-31,-3136226918.3019457,-4897338086.595871,-304658499.9535694,-526255619.8570043,-45487966.94146786,8912240391.769308,-2246244.812082845
1867-12-31,-3136752101.0094814,-4898187628.127571,-304689641.9501323,-526308521.8777529,-45503259.05086821,8913496711.656466,-2031503.6652321604
1868-12-31,-3137262442.861605,-4898999579.797962,-304718506.7162621,-526361056.5196135,-45518083.87893793,8914751504.756248,-1866556.5713935557
1869-12-31,-3137762363.1302214,-4899784558.684811,-304745575.6277343,-526413246.2355662,-45532533.78346321,8915998632.881746,-1736041.4191645468
1870-12-31,-3138301339.5397444,-4900616029.839292,-304772449.8066982,-526467085.22768533,-45547980.40520783,8917399393.099976,-1671085.5306964752
1871-12-31,-3138918529.289069,-4901550625.055619,-304800555.3719514,-526524958.4543175,-45565359.22114743,8919058684.540264,-1670894.943083197
1872-12-31,-3139548186.8634825,-4902490734.979784,-304828929.23398983,-526584659.28844494,-45582962.85072455,8920715675.714735,-1653310.400866916
1873-12-31,-3140180266.808375,-4903425567.833929,-304857186.0697806,-526645451.6581014,-45600524.310917966,8922362102.883749,-1627617.4094796334
1874-12-31,-3140811531.0526547,-4904353372.380835,-304885123.7991689,-526706912.24864423,-45618021.08175684,8924000497.32704,-1599125.1467543908
1875-12-31,-3141441281.30419,-4905274598.126035,-304912746.1969855,-526768775.93953675,-45635468.194705464,8925630064.73658,-1570683.6452943785
1876-12-31,-3142070574.7812614,-4906190902.244307,-304940045.52408236,-526830874.1190423,-45652848.7342059,8927255504.141752,-1543979.925964133
