,Hindon river,other rivers,Ganga,Yamuna,southern boundary,net recharge,storage change
1800-12-31,-1462623049.9280896,-1647484612.255059,-669125332.9404505,-1074655832.9004118,-122427174.11414316,4993433679.790366,-16823965.713631924
1801-12-31,-1466582112.1713607,-1651210014.7177134,-669456957.6429634,-1075073394.487694,-122714147.46069163,4993753197.691075,-8017442.6039171545
1802-12-31,-1467148564.0155396,-1652014859.8569698,-669654873.5736978,-1075386277.9741359,-122810053.93053326,4994071343.667176,-6895931.648763059
1803-12-31,-1467429013.7325325,-1652511374.4946256,-669801990.7880528,-1075656387.492966,-122864511.45154329,4994388190.541413,-6000266.589840399
1804-12-31,-1467671203.9716878,-1652929380.5070963,-669920883.6073787,-1075889418.9967983,-122904600.68201052,4994705489.895316,-5284924.700429661
1805-12-31,-1467889863.433602,-1653296392.857155,-670020413.7308494,-1076089417.857721,-122937171.07022524,4995019544.362102,-4696903.455923281
1806-12-31,-1468085436.4750512,-1653625703.0061486,-670105810.9419075,-1076260962.1563897,-122965208.8599006,4995332304.783519,-4203909.02771936
1807-12-31,-1468267229.5993562,-1653925356.2788818,-670180443.2742596,-1076408231.6169617,-122990119.14787704,4995644012.268427,-3784056.6475431505
1808-12-31,-1468443107.6455908,-1654207623.1455846,-670247078.7054902,-1076535650.1851802,-123013276.34388265,4995955976.814893,-3426681.84071939
1809-12-31,-1468610452.75862,-1654472007.029106,-670307452.0223293,-1076646462.846695,-123034994.50698002,4996264771.978629,-3116610.823747649
1810-12-31,-1468794029.0631423,-1654743765.8903637,-670364946.9222616,-1076746910.6841173,-123058548.18242922,4996651932.032378,-2866532.855511202
1811-12-31,-1469032761.3457208,-1655069054.0523698,-670425284.7926625,-1076848779.5595617,-123089971.15551035,4997267657.928757,-2711923.2124581137
1812-12-31,-1469285882.8651302,-1655396271.1657856,-670486240.6120514,-1076948596.8974948,-123122563.2576676,4997885223.517042,-2562267.9542985205
1813-12-31,-1469527398.255404,-1655715450.4505641,-670547413.5470816,-1077046335.0787373,-123155641.89185059,4998500557.878526,-2425336.8853862435
1814-12-31,-1469775230.5511038,-1656029490.9963105,-670608377.63208,-1077141451.8032515,-123188590.21206093,4999115217.071792,-2293893.7330655213
1815-12-31,-1470020674.4087133,-1656339765.5871193,-670669248.4207157,-1077234598.3618722,-123221832.37281513,4999729696.85345,-2175056.0089209154
1816-12-31,-1470260562.2662323,-1656642727.9726076,-670729983.1012949,-1077325858.8353758,-123255189.49732488,5000346023.186847,-2064793.4912070923
1817-12-31,-1470499837.612336,-1656939967.6782694,-670790403.598126,-1077415223.8609033,-123288358.07458499,5000959998.267921,-1961394.1977582064
1818-12-31,-1470738767.8914154,-1657231986.5722609,-670850449.0950028,-1077502767.4914582,-123321320.46903892,5001573376.462544,-1864991.2946976488
1819-12-31,-1470974995.7784677,-1657519487.276308,-670910254.8254323,-1077588823.2091982,-123354396.43828371,5002186472.51184,-1776667.1881812753
1820-12-31,-1471185137.510697,-1657779070.0292847,-670967659.6270293,-1077670044.2949688,-123384449.14199919,5002716547.529007,-1673462.4894786295
1821-12-31,-1471267312.2458436,-1657907019.0761924,-671013332.8395259,-1077725137.222258,-123399618.81590694,5002800958.668933,-1442964.7771475273
1822-12-31,-1471340931.6993756,-1658017363.7522585,-671052444.1344875,-1077764760.7354488,-123411703.299696,5002883198.02985,-1255790.6501797754
1823-12-31,-1471401801.1936314,-1658112950.2297914,-671086626.926826,-1077792536.8174849,-123422261.49258424,5002961964.498065,-1095079.2941258193
1824-12-31,-1471464453.1174302,-1658203345.9673727,-671117317.3084776,-1077811138.0301478,-123432110.12542275,5003039139.760852,-961547.4232892551
1825-12-31,-1471523571.344563,-1658286768.8631072,-671145234.5432266,-1077822229.3321254,-123441270.60092986,5003110532.982863,-845557.752488455
1826-12-31,-1471579429.1942887,-1658364374.0138552,-671171002.2275665,-1077827236.2159405,-123449954.02614775,5003179530.593996,-744484.98088086
1827-12-31,-1471642789.0079982,-1658440912.6260736,-671195200.6754816,-1077827330.4967246,-123458278.7859881,5003245158.92548,-657870.8358339956
1828-12-31,-1471693768.9320674,-1658509236.5089002,-671218042.6243417,-1077823260.677019,-123466298.23723565,5003309338.73684,-578540.1095529879
1829-12-31,-1471732037.5429406,-1658568943.4321363,-671239610.1072708,-1077815312.3554835,-123473966.33200015,5003367608.717691,-504774.4244654991
1830-12-31,-1618928365.6580052,-1726482787.24599,-671291366.595406,-1105433220.3691084,-123493004.73351106,5412920713.556398,-149611547.14985618
1831-12-31,-1638872090.2665863,-1736904112.7378118,-671339777.5099629,-1122354586.60519,-123522806.57425196,5413192780.982242,-116920897.09397978
1832-12-31,-1647443477.9859037,-1741627511.6832943,-671384242.4948227,-1137493684.6401083,-123553558.5725834,5413466895.591251,-90217493.1458823
1833-12-31,-1653025026.2834268,-1744758782.7452993,-671426889.7837425,-1150697576.61393,-123582875.20259856,5413740352.7597275,-68996583.6345328
1834-12-31,-1656840758.785578,-1746944896.0414,-671468268.9604269,-1161636590.97642,-123610411.77053565,5414014287.7361965,-52595630.94423434
1835-12-31,-1659642660.0308297,-1748579003.6147027,-671508495.972105,-1170389852.0686834,-123637062.67202428,5414288632.995449,-39866169.07017724
1836-12-31,-1661656645.8774567,-1749815326.001002,-671547624.9719377,-1177208457.026484,-123661697.65056425,5414564683.666879,-30156538.932306327
1837-12-31,-1663153086.3012395,-1750785906.9185567,-671585786.9075367,-1182428470.5316443,-123685723.97952443,5414840273.930397,-22804940.29808972
1838-12-31,-1664276083.2605517,-1751533845.4320505,-671623151.8123484,-1186378816.3033617,-123708584.56032088,5415116332.150809,-17288212.946602747
1839-12-31,-1665126417.9023986,-1752129565.0234888,-671659784.2775258,-1189345441.9877977,-123730827.98546961,5415392489.957368,-13167856.909326358
1840-12-31,-1665820121.5141268,-1752648359.7800655,-671699585.8290713,-1191570815.306108,-123757344.71422991,5415814097.168508,-10117270.380556677
1841-12-31,-1666266096.1675887,-1752974833.6633983,-671731865.8118871,-1193206911.8698452,-123772126.12240121,5415757951.910121,-7670371.3230574075
1842-12-31,-1666595571.4290733,-1753220826.637772,-671759131.6563272,-1194407798.71084,-123783546.4524646,5415697522.377628,-5836844.153537617
1843-12-31,-1666832336.4529085,-1753402844.9627066,-671782773.504628,-1195284324.1562293,-123792905.34739845,5415631128.94054,-4457487.496164383
1844-12-31,-1667014943.6782014,-1753545784.9538956,-671803850.3902748,-1195920173.7808645,-123800863.12177229,5415561419.572179,-3419669.8748892425
1845-12-31,-1667141287.176034,-1753650744.862316,-671822726.7331504,-1196376641.910077,-123807676.85249871,5415481872.388329,-2626428.0842102957
1846-12-31,-1667240368.1297462,-1753733914.9673183,-671840000.473962,-1196700383.9516373,-123813414.67103422,5415398250.590853,-2025637.1552962721
1847-12-31,-1667314029.312909,-1753797722.3741841,-671855992.9151392,-1196925693.1738591,-123818371.59375724,5415308412.522195,-1564163.0897818217
1848-12-31,-1667369508.0658333,-1753846759.3938904,-671871021.1990267,-1197078320.7962818,-123822515.20175764,5415215130.30381,-1205508.4206806861
1849-12-31,-1667406149.2830677,-1753881446.745599,-671885114.0650555,-1197176059.0099583,-123826028.04621743,5415112091.738372,-921024.0336638144
1850-12-31,-1667448237.010248,-1753927848.8801508,-671900539.4287602,-1197236240.189451,-123832362.38217993,5415091084.046239,-711632.2934038627
1851-12-31,-1667590116.8532982,-1754069569.5189688,-671925235.3734652,-1197287825.9937325,-123850545.71158287,5415444084.216136,-646060.5065071104
1852-12-31,-1667758153.6549904,-1754237426.0192783,-671955456.4036123,-1197330023.3276658,-123871854.4242748,5415796216.728416,-593465.1812904957
1853-12-31,-1667911529.9674501,-1754400022.8856666,-671989240.4143671,-1197363603.1840014,-123893897.79968481,5416140593.168495,-538845.3284077456
1854-12-31,-1837112814.0535965,-2015248359.9883814,-685615501.7598981,-1198290405.8059103,-151735706.85735244,6030586930.756886,-106060241.93333171
1855-12-31,-1852140390.8105757,-2044535563.9785047,-695992530.7091671,-1199752398.3324964,-158758310.3024763,6030924260.59274,-75620184.04898359
1856-12-31,-1854741140.7711017,-2054424329.2455828,-704138337.1419541,-1201337303.4059412,-161024814.41988155,6031260278.741287,-54261884.98554342
1857-12-31,-1855911290.8189514,-2060232859.3623624,-710370481.9762486,-1202784287.6264582,-162101873.77561176,6031588425.678247,-39395590.34504194
1858-12-31,-1856686172.5874848,-2064144611.2690845,-715053010.5701525,-1203990412.2013173,-162738819.16430962,6031913424.713648,-28749440.97748773
1859-12-31,-1857254044.4795296,-2066883787.1175425,-718507628.5208458,-1204946560.807166,-163149560.93298912,6032234350.958741,-21080665.13340063
1860-12-31,-1857686453.2407973,-2068874509.9901626,-721020024.4425404,-1205678312.8482184,-163423354.42320833,6032493201.113487,-15523128.872841943
1861-12-31,-1857985456.7706332,-2070302147.658731,-722828349.5226647,-1206221278.272,-163606679.93274277,6032635281.292633,-11480846.459422654
1862-12-31,-1858217222.492381,-2071352010.9970124,-724121990.687497,-1206617971.9311652,-163734049.78097203,6032773587.39016,-8569588.468981529
1863-12-31,-1858407431.3787913,-2072137626.5628788,-725051063.2437892,-1206903318.9751778,-163824736.98139226,6032907978.915129,-6467152.973593723
